Name,Age,GPA,Credits Completed,Year,Pathway
Ben Lewis,19,3.21,30,Senior,Business
Ben Anderson,15,3.93,37,Junior,Bio Med
Mack Jordan,16,3.17,1,Victory Lap,Criminal Justice
Jane Rulli,16,3.81,7,Sophomore,Early Childhood Education
Lisa Jordan,19,4.17,59,Freshmen,Bio Med
Marge Miller,14,3.68,24,Sophomore,Engineering
Joey Savoie,19,2.86,0,Senior,Bio Med
Dave Patel,15,2.61,40,Freshmen,Early College
Joey Garcia,18,0.34,59,Freshmen,Early Childhood Education
Stephanie Johnson,19,3.64,27,Victory Lap,Bio Med
Jill Robinson,17,2.71,13,Victory Lap,Culinary
Christina Lewis,19,1.07,22,Senior,Early College
Noah Jordan,18,2.44,28,Victory Lap,Early College
Ben Garcia,19,0.45,59,Freshmen,Marketing
Patrick Jones,18,2.81,45,Victory Lap,Business
Jill Bradberry,14,2.77,17,Victory Lap,Business
Jordan Robinson,15,0.97,48,Junior,Computer Science
Josh Smith,15,2.67,5,Freshmen,Early Childhood Education
Jill Lewis,17,1.15,43,Junior,Marketing
Emma Jordan,17,1.4,20,Senior,Computer Science
Marge Anderson,17,2.22,51,Senior,Culinary
Jordan Johnson,17,1.63,22,Senior,Business
Emma Anderson,19,3.7,38,Junior,Business
Catherine Garcia,18,3.71,47,Senior,Business
Patrick Miller,16,0.42,17,Freshmen,Early College
Jane Patel,18,3.81,26,Freshmen,Marketing
Daniel Patel,14,1.29,16,Senior,Early College
Stephanie Anderson,19,0.95,24,Victory Lap,Marketing
Noah Savoie,16,1.65,16,Freshmen,Early College
Catherine Patel,15,3.69,13,Victory Lap,Early College
Marge Rulli,14,3.71,3,Freshmen,Marketing
Mack Davis,17,0.9,23,Sophomore,Business
Stephanie Miller,18,3.73,36,Victory Lap,Business
Emma Bradberry,15,1.42,34,Victory Lap,Criminal Justice
Patrick Jordan,18,1.73,33,Freshmen,Early Childhood Education
Ben Garcia,15,0.43,59,Sophomore,Culinary
Dave Anderson,19,2.45,17,Senior,Business
Jill Bradberry,18,0.78,30,Sophomore,Culinary
Joey Davis,16,0.79,36,Sophomore,Business
Daniel Bradberry,17,1.57,25,Freshmen,Early Childhood Education
Rachel Johnson,19,0.6,53,Sophomore,Criminal Justice
Joey Savoie,15,1.05,25,Junior,Business
Joey Patel,18,1.08,30,Senior,Marketing
Joey Jones,19,2.57,35,Sophomore,Marketing
Aiden Davis,16,2.76,48,Victory Lap,Marketing
Dave Rulli,15,1.54,43,Victory Lap,Criminal Justice
Aiden Miller,18,1.94,53,Sophomore,Computer Science
Josh Brown,18,1.52,38,Senior,Business
Christina Miller,19,2.21,1,Sophomore,Early Childhood Education
Lisa Garcia,16,3.76,46,Victory Lap,Engineering
Catherine Johnson,18,3.94,35,Senior,Engineering
Ben Rulli,14,1.74,39,Sophomore,Criminal Justice
Marge Patel,14,3.02,0,Victory Lap,Business
Matthew Davis,17,2.71,60,Sophomore,Bio Med
Dave Bradberry,17,0.41,50,Victory Lap,Bio Med
Daniel Jordan,14,2.78,10,Senior,Computer Science
Mack Smith,18,1.8,48,Junior,Early Childhood Education
Emma Davis,16,2.57,10,Senior,Criminal Justice
Marge Jordan,19,3.26,43,Freshmen,Engineering
Noah Jordan,19,2.26,42,Senior,Business
Catherine Garcia,19,0.83,11,Victory Lap,Early Childhood Education
Marge Anderson,18,3.73,56,Sophomore,Computer Science
Emma Davis,14,1.96,33,Victory Lap,Early Childhood Education
Emma Jordan,15,0.86,57,Freshmen,Bio Med
Joey Miller,18,0.59,37,Freshmen,Marketing
Stephanie Savoie,16,1.03,58,Victory Lap,Engineering
Stephanie Bradberry,19,3.41,36,Junior,Marketing
Josh Rulli,15,3.04,43,Junior,Engineering
Jill Rulli,19,0.41,42,Senior,Criminal Justice
Catherine Anderson,17,3.42,6,Sophomore,Business
Dave Bradberry,17,3.24,8,Senior,Engineering
Jane Jones,18,1.67,39,Junior,Early Childhood Education
Ben Johnson,18,4.2,6,Senior,Bio Med
Catherine Davis,17,3.58,4,Freshmen,Early Childhood Education
Ben Rulli,19,0.82,6,Sophomore,Culinary
Catherine Patel,16,1.59,57,Freshmen,Criminal Justice
Aiden Savoie,18,1.1,56,Junior,Engineering
Josh Patel,18,0.83,19,Junior,Early Childhood Education
Marge Robinson,18,3.43,15,Sophomore,Criminal Justice
Josh Lewis,19,4.1,53,Victory Lap,Bio Med
Dave Bradberry,14,3.99,54,Freshmen,Early College
Jill Rulli,16,1.68,17,Victory Lap,Criminal Justice
Mack Savoie,18,3.58,29,Freshmen,Engineering
Mack Lewis,18,2.46,25,Victory Lap,Engineering
Christina Brown,19,3.97,26,Senior,Business
Josh Robinson,18,3.37,58,Junior,Engineering
Aiden Robinson,16,2.21,3,Junior,Computer Science
Mack Jones,17,4.18,53,Junior,Early Childhood Education
Patrick Robinson,19,2.59,32,Senior,Early College
Stephanie Smith,17,1.59,56,Sophomore,Engineering
Stephanie Jones,19,3.62,36,Victory Lap,Culinary
Jane Anderson,17,1.93,8,Victory Lap,Early College
Noah Miller,15,3.0,48,Senior,Early College
Ben Anderson,16,2.04,3,Senior,Computer Science
Noah Patel,19,1.95,31,Sophomore,Early Childhood Education
Marge Bradberry,18,1.0,34,Junior,Criminal Justice
Ben Brown,16,3.37,12,Senior,Business
Matthew Jones,19,2.24,1,Junior,Criminal Justice
Josh Bradberry,16,3.21,36,Freshmen,Business
Noah Jones,14,2.65,52,Senior,Early College
Matthew Savoie,16,2.11,42,Victory Lap,Marketing
Joey Jordan,16,0.67,14,Freshmen,Computer Science
Noah Bradberry,19,1.7,24,Sophomore,Marketing
Matthew Anderson,18,2.13,22,Senior,Culinary
Stephanie Patel,14,1.83,50,Senior,Business
Lisa Miller,18,1.12,50,Junior,Business
Jane Jordan,14,3.0,17,Senior,Marketing
Emma Jordan,14,2.51,17,Sophomore,Criminal Justice
Daniel Miller,15,2.09,32,Sophomore,Business
Mack Rulli,15,4.0,40,Sophomore,Criminal Justice
Rachel Savoie,14,2.21,38,Sophomore,Criminal Justice
Marge Patel,17,0.79,15,Senior,Culinary
Catherine Johnson,18,1.02,1,Victory Lap,Early College
Markus Johnson,14,0.32,20,Victory Lap,Business
Emma Jordan,14,0.41,33,Sophomore,Bio Med
Jane Johnson,17,1.06,39,Freshmen,Business
Jordan Anderson,19,1.96,50,Junior,Early College
Marge Anderson,19,2.65,8,Junior,Criminal Justice
Daniel Johnson,19,2.93,37,Victory Lap,Computer Science
Lisa Brown,16,3.17,35,Sophomore,Early College
Matthew Rulli,15,3.46,59,Senior,Computer Science
Jill Bradberry,19,1.02,1,Freshmen,Marketing
Lisa Jones,19,0.42,22,Victory Lap,Marketing
Dave Johnson,15,0.61,6,Victory Lap,Business
Marge Miller,19,3.04,8,Freshmen,Computer Science
Jill Garcia,18,2.55,40,Sophomore,Marketing
Markus Bradberry,18,3.67,44,Senior,Marketing
Matthew Miller,15,3.51,41,Sophomore,Business
Ben Jordan,14,2.98,48,Sophomore,Criminal Justice
Patrick Brown,19,0.79,17,Victory Lap,Marketing
Stephanie Jordan,17,0.59,27,Sophomore,Business
Josh Bradberry,19,3.43,41,Freshmen,Business
Noah Garcia,18,0.55,21,Senior,Culinary
Rachel Patel,14,0.51,14,Senior,Culinary
Marge Davis,14,3.1,40,Junior,Criminal Justice
Rachel Patel,15,1.22,22,Freshmen,Culinary
Marge Rulli,16,0.41,20,Sophomore,Business
Jane Jones,19,0.45,29,Freshmen,Culinary
Dave Jordan,15,2.4,49,Junior,Culinary
Daniel Robinson,18,1.8,20,Victory Lap,Computer Science
Patrick Miller,18,2.09,1,Victory Lap,Engineering
Daniel Savoie,17,3.92,20,Junior,Engineering
Rachel Bradberry,16,2.52,13,Senior,Engineering
Lisa Savoie,17,1.62,52,Victory Lap,Criminal Justice
Jill Savoie,17,2.73,53,Victory Lap,Early College
Matthew Johnson,16,3.72,28,Victory Lap,Bio Med
Mack Robinson,18,0.45,27,Sophomore,Marketing
Josh Davis,18,1.38,59,Victory Lap,Early College
Rachel Miller,15,2.82,25,Freshmen,Early College
Rachel Bradberry,19,3.1,32,Sophomore,Bio Med
Marge Jones,15,3.43,51,Victory Lap,Engineering
Jordan Patel,17,2.77,53,Freshmen,Culinary
Marge Rulli,15,4.19,16,Victory Lap,Criminal Justice
Jane Jones,16,0.91,29,Victory Lap,Early College
Stephanie Davis,16,3.41,59,Senior,Early College
Jane Patel,16,3.23,31,Freshmen,Computer Science
Patrick Brown,18,3.57,49,Freshmen,Marketing
Joey Jordan,18,0.4,4,Senior,Early Childhood Education
Lisa Garcia,16,0.67,21,Freshmen,Early Childhood Education
Joey Robinson,16,0.35,24,Freshmen,Engineering
Rachel Miller,19,2.03,14,Victory Lap,Culinary
Noah Johnson,18,2.53,37,Freshmen,Early College
Rachel Davis,16,2.68,10,Sophomore,Bio Med
Dave Anderson,17,3.66,37,Senior,Engineering
Daniel Bradberry,18,2.49,57,Sophomore,Early Childhood Education
Ben Savoie,18,3.36,1,Victory Lap,Early Childhood Education
Noah Bradberry,17,0.31,7,Senior,Criminal Justice
Jordan Patel,15,1.97,40,Sophomore,Early College
Marge Patel,17,1.88,24,Sophomore,Culinary
Catherine Garcia,19,1.93,52,Freshmen,Culinary
Daniel Jones,15,1.65,58,Victory Lap,Business
Dave Rulli,17,1.67,29,Victory Lap,Marketing
Aiden Garcia,19,1.19,39,Freshmen,Marketing
Catherine Miller,14,2.6,10,Senior,Early Childhood Education
Emma Jordan,14,2.04,30,Senior,Bio Med
Stephanie Miller,15,4.1,18,Freshmen,Early Childhood Education
Jane Robinson,19,3.67,23,Junior,Marketing
Marge Jordan,15,1.14,0,Sophomore,Early Childhood Education
Josh Garcia,16,2.17,46,Senior,Early Childhood Education
Emma Miller,14,0.46,43,Victory Lap,Culinary
Catherine Miller,14,3.14,53,Junior,Marketing
Catherine Savoie,17,2.77,47,Junior,Bio Med
Noah Patel,19,2.69,56,Victory Lap,Early Childhood Education
Mack Patel,19,1.77,4,Sophomore,Culinary
Mack Robinson,19,0.87,34,Victory Lap,Marketing
Daniel Garcia,17,3.06,56,Sophomore,Business
Jordan Garcia,17,4.2,33,Junior,Business
Josh Patel,17,1.78,28,Victory Lap,Early College
Matthew Anderson,18,3.26,9,Freshmen,Marketing
Lisa Davis,15,1.4,16,Junior,Business
Mack Miller,17,2.06,26,Junior,Early Childhood Education
Lisa Robinson,14,0.69,23,Senior,Early College
Josh Miller,18,0.61,57,Junior,Bio Med
Markus Patel,15,0.31,35,Senior,Early College
Stephanie Johnson,14,3.55,53,Junior,Computer Science
Emma Robinson,16,2.79,55,Victory Lap,Business
Jane Jordan,17,3.03,60,Sophomore,Computer Science
Noah Johnson,18,1.91,46,Victory Lap,Business
Markus Garcia,15,4.16,31,Senior,Early College
Markus Patel,17,3.79,24,Senior,Marketing
Catherine Lewis,18,3.49,43,Senior,Culinary
Jill Anderson,18,0.4,16,Sophomore,Criminal Justice
Daniel Jordan,15,3.34,30,Senior,Bio Med
Rachel Brown,17,3.9,38,Freshmen,Early Childhood Education
Rachel Bradberry,15,2.55,51,Freshmen,Early Childhood Education
Marge Savoie,19,1.58,48,Sophomore,Computer Science
Emma Smith,18,3.49,18,Junior,Early Childhood Education
Noah Garcia,16,0.72,20,Sophomore,Engineering
Rachel Lewis,16,0.68,42,Junior,Business
Matthew Lewis,15,0.53,13,Sophomore,Early Childhood Education
Daniel Anderson,19,2.7,46,Freshmen,Engineering
Marge Bradberry,16,1.0,11,Freshmen,Computer Science
Aiden Davis,15,3.21,26,Senior,Business
Marge Brown,15,0.52,2,Victory Lap,Marketing
Stephanie Patel,19,2.45,17,Victory Lap,Engineering
Aiden Jordan,19,2.56,50,Senior,Culinary
Christina Brown,18,1.95,47,Sophomore,Bio Med
Matthew Johnson,15,1.61,45,Victory Lap,Early College
Patrick Miller,17,0.78,27,Sophomore,Culinary
Daniel Robinson,17,0.87,30,Freshmen,Engineering
Stephanie Savoie,17,1.15,9,Victory Lap,Culinary
Joey Brown,14,1.25,2,Senior,Business
Lisa Jones,17,2.61,9,Senior,Early Childhood Education
Stephanie Lewis,19,0.41,35,Victory Lap,Early College
Markus Lewis,16,2.39,34,Victory Lap,Early Childhood Education
Lisa Miller,19,4.24,0,Senior,Computer Science
Patrick Bradberry,16,1.17,0,Junior,Marketing
Lisa Miller,15,0.38,28,Sophomore,Computer Science
Matthew Bradberry,16,4.21,35,Victory Lap,Early Childhood Education
Catherine Jones,14,3.79,42,Junior,Culinary
Josh Robinson,18,0.62,28,Senior,Criminal Justice
Mack Smith,18,2.08,17,Senior,Early Childhood Education
Joey Smith,18,3.21,27,Victory Lap,Bio Med
Matthew Bradberry,19,1.1,36,Senior,Engineering
Patrick Smith,18,1.98,18,Senior,Early College
Stephanie Lewis,14,2.88,42,Victory Lap,Business
Joey Brown,18,2.72,44,Junior,Engineering
Christina Johnson,19,2.79,50,Victory Lap,Business
Aiden Brown,14,4.24,57,Sophomore,Computer Science
Jill Jordan,16,2.36,9,Victory Lap,Culinary
Aiden Davis,18,4.18,25,Junior,Criminal Justice
Markus Miller,14,2.15,29,Sophomore,Bio Med
Jordan Jordan,15,1.56,59,Sophomore,Marketing
Noah Anderson,14,2.69,52,Senior,Early Childhood Education
Jordan Savoie,14,0.6,3,Freshmen,Early College
Jill Savoie,15,2.16,40,Sophomore,Criminal Justice
Christina Anderson,14,0.45,31,Junior,Culinary
Aiden Lewis,16,3.2,53,Victory Lap,Bio Med
Patrick Davis,15,3.69,29,Sophomore,Marketing
Ben Patel,19,2.94,16,Victory Lap,Criminal Justice
Jane Lewis,16,2.33,41,Junior,Marketing
Mack Smith,17,1.66,38,Sophomore,Culinary
Catherine Jordan,15,1.55,56,Junior,Early Childhood Education
Christina Rulli,17,3.79,22,Sophomore,Early College
Joey Robinson,18,1.45,25,Sophomore,Early College
Jane Garcia,14,2.96,49,Senior,Culinary
Dave Robinson,17,1.65,17,Sophomore,Culinary
Emma Rulli,14,2.73,55,Sophomore,Criminal Justice
Rachel Smith,18,2.53,53,Victory Lap,Bio Med
Mack Jordan,17,0.31,18,Freshmen,Culinary
Markus Patel,19,0.94,15,Senior,Computer Science
Daniel Davis,19,2.18,28,Sophomore,Bio Med
Daniel Smith,18,3.69,41,Victory Lap,Engineering
Rachel Jordan,17,3.15,38,Sophomore,Engineering
Jill Johnson,16,0.8,22,Victory Lap,Marketing
Christina Rulli,15,1.69,60,Junior,Computer Science
Aiden Miller,14,2.22,54,Sophomore,Culinary
Matthew Miller,16,3.48,38,Victory Lap,Early College
Patrick Johnson,16,4.25,45,Freshmen,Marketing
Mack Lewis,16,2.53,23,Freshmen,Business
Jill Savoie,19,1.5,25,Senior,Criminal Justice
Catherine Lewis,19,3.08,30,Freshmen,Early College
Ben Jones,18,2.46,10,Sophomore,Criminal Justice
Rachel Davis,18,3.33,18,Sophomore,Bio Med
Jane Robinson,16,2.68,0,Sophomore,Bio Med
Josh Bradberry,18,2.89,38,Sophomore,Criminal Justice
Rachel Anderson,16,0.71,9,Victory Lap,Early College
Dave Miller,19,4.27,45,Victory Lap,Business
Catherine Rulli,18,4.0,35,Sophomore,Marketing
Stephanie Miller,19,2.41,42,Senior,Criminal Justice
Josh Johnson,15,0.47,21,Victory Lap,Culinary
Dave Jordan,16,2.35,54,Victory Lap,Marketing
Jane Jones,16,2.55,48,Victory Lap,Early College
Marge Savoie,16,3.83,32,Victory Lap,Early College
Josh Anderson,17,1.85,42,Sophomore,Business
Emma Miller,18,0.41,58,Sophomore,Marketing
Catherine Garcia,14,2.62,37,Victory Lap,Bio Med
Jordan Anderson,18,3.45,11,Victory Lap,Marketing
Rachel Anderson,14,0.49,41,Senior,Computer Science
Christina Garcia,16,1.3,52,Senior,Engineering
Josh Lewis,15,1.3,58,Senior,Criminal Justice
Matthew Garcia,16,1.68,21,Junior,Culinary
Daniel Jordan,19,2.06,32,Junior,Business
Jordan Jones,15,2.81,43,Freshmen,Marketing
Marge Lewis,17,4.26,3,Junior,Computer Science
Ben Bradberry,18,1.61,37,Sophomore,Marketing
Matthew Jones,19,2.85,22,Junior,Marketing
Lisa Garcia,18,0.46,51,Sophomore,Marketing
Josh Smith,18,1.57,55,Junior,Computer Science
Noah Jones,19,1.2,48,Freshmen,Bio Med
Dave Jones,19,4.09,18,Freshmen,Culinary
Mack Lewis,17,0.79,52,Freshmen,Culinary
Jordan Bradberry,17,3.75,35,Victory Lap,Criminal Justice
Jill Smith,19,3.88,48,Victory Lap,Bio Med
Christina Brown,18,0.34,52,Victory Lap,Business
Matthew Anderson,19,3.28,31,Senior,Early Childhood Education
Catherine Brown,18,3.9,25,Senior,Engineering
Markus Garcia,17,4.05,3,Sophomore,Criminal Justice
Christina Lewis,17,1.38,26,Junior,Bio Med
Patrick Jones,18,3.36,42,Victory Lap,Early College
Joey Savoie,19,1.73,37,Junior,Culinary
Jane Smith,17,0.7,54,Senior,Criminal Justice
Catherine Robinson,18,2.22,57,Freshmen,Bio Med
Dave Rulli,14,1.83,19,Senior,Business
Joey Rulli,19,3.42,0,Victory Lap,Culinary
Matthew Jones,18,3.65,27,Junior,Engineering
Catherine Patel,18,3.61,51,Sophomore,Bio Med
Markus Bradberry,17,3.75,48,Victory Lap,Early College
Marge Lewis,17,0.34,8,Victory Lap,Business
Mack Miller,18,3.06,49,Junior,Bio Med
Mack Miller,15,2.83,6,Junior,Business
Lisa Savoie,14,3.07,11,Junior,Computer Science
Jordan Garcia,19,3.13,51,Freshmen,Business
Patrick Rulli,17,3.35,32,Victory Lap,Culinary
Noah Smith,16,2.62,3,Victory Lap,Marketing
Noah Patel,18,1.22,25,Junior,Bio Med
Jordan Lewis,16,3.06,20,Sophomore,Computer Science
Noah Savoie,14,3.66,46,Sophomore,Computer Science
Matthew Lewis,18,2.95,52,Sophomore,Bio Med
Aiden Lewis,17,0.69,46,Sophomore,Early Childhood Education
Markus Rulli,17,1.26,21,Freshmen,Criminal Justice
Joey Jones,19,0.38,27,Senior,Criminal Justice
Dave Davis,18,4.3,9,Sophomore,Business
Mack Brown,17,2.37,58,Sophomore,Early College
Patrick Brown,15,2.28,20,Sophomore,Marketing
Jill Bradberry,19,1.35,10,Sophomore,Bio Med
Emma Jones,17,0.85,21,Junior,Marketing
Jill Davis,17,4.01,40,Senior,Criminal Justice
Joey Savoie,18,2.74,47,Victory Lap,Computer Science
Jill Rulli,19,3.93,51,Junior,Culinary
Patrick Smith,18,0.37,15,Freshmen,Engineering
Mack Brown,15,1.85,23,Senior,Marketing
Jane Bradberry,19,1.4,51,Junior,Marketing
Lisa Lewis,16,2.17,48,Senior,Engineering
Daniel Johnson,17,2.6,3,Freshmen,Engineering
Rachel Savoie,19,1.11,47,Victory Lap,Criminal Justice
Emma Robinson,14,2.72,43,Junior,Early Childhood Education
Joey Jones,16,3.83,56,Junior,Criminal Justice
Matthew Patel,14,1.71,16,Junior,Computer Science
Christina Savoie,18,0.84,10,Junior,Marketing
Dave Davis,17,2.56,53,Victory Lap,Engineering
Christina Anderson,15,1.68,21,Victory Lap,Early College
Marge Rulli,17,3.98,56,Victory Lap,Criminal Justice
Matthew Jordan,16,3.64,43,Junior,Computer Science
Josh Miller,19,0.76,25,Junior,Culinary
Rachel Smith,19,1.81,30,Junior,Culinary
Daniel Smith,19,0.51,9,Junior,Bio Med
Josh Johnson,18,3.15,55,Victory Lap,Early Childhood Education
Rachel Lewis,18,1.94,33,Victory Lap,Business
Patrick Jordan,16,2.39,37,Sophomore,Criminal Justice
Rachel Smith,18,1.0,37,Junior,Business
Marge Smith,17,2.14,35,Victory Lap,Early Childhood Education
Daniel Smith,17,3.34,54,Freshmen,Culinary
Joey Patel,15,3.4,13,Victory Lap,Criminal Justice
Patrick Rulli,19,2.69,19,Victory Lap,Culinary
Joey Garcia,14,2.45,26,Freshmen,Early Childhood Education
Emma Smith,17,2.7,48,Freshmen,Bio Med
Ben Lewis,17,0.78,17,Freshmen,Marketing
Dave Anderson,16,3.67,58,Freshmen,Business
Aiden Robinson,15,1.17,43,Victory Lap,Computer Science
Lisa Miller,15,4.15,26,Junior,Culinary
Rachel Lewis,15,3.63,15,Freshmen,Criminal Justice
Ben Savoie,16,0.58,44,Victory Lap,Marketing
Emma Savoie,18,2.36,37,Freshmen,Early College
Josh Davis,14,1.58,2,Victory Lap,Bio Med
Marge Savoie,15,0.83,50,Freshmen,Bio Med
Emma Rulli,14,1.68,16,Sophomore,Early Childhood Education
Jill Lewis,16,3.72,13,Freshmen,Early College
Jill Davis,14,1.03,54,Senior,Early Childhood Education
Mack Bradberry,14,0.69,1,Senior,Criminal Justice
Jane Smith,19,4.26,57,Victory Lap,Business
Jill Smith,17,3.5,13,Senior,Bio Med
Aiden Robinson,17,2.13,10,Freshmen,Early College
Markus Johnson,14,3.07,51,Senior,Bio Med
Patrick Patel,16,1.61,17,Sophomore,Criminal Justice
Noah Anderson,16,2.97,54,Victory Lap,Criminal Justice
Mack Savoie,17,1.66,30,Freshmen,Culinary
Lisa Davis,15,4.14,29,Senior,Culinary
Mack Garcia,16,2.7,4,Freshmen,Computer Science
Matthew Jones,15,3.68,16,Sophomore,Computer Science
Jill Savoie,15,3.64,0,Senior,Business
Jane Miller,18,1.04,10,Senior,Culinary
Rachel Anderson,14,4.23,29,Sophomore,Business
Emma Johnson,18,3.36,16,Freshmen,Culinary
Markus Savoie,19,1.81,44,Senior,Criminal Justice
Daniel Lewis,17,3.99,58,Freshmen,Bio Med
Markus Smith,17,3.11,18,Senior,Bio Med
Christina Miller,16,2.2,37,Junior,Early Childhood Education
Aiden Smith,17,1.26,2,Junior,Bio Med
Aiden Rulli,18,3.22,34,Senior,Business
Jill Bradberry,16,3.39,56,Sophomore,Early College
Josh Brown,14,2.84,55,Senior,Culinary
Ben Garcia,18,2.02,57,Senior,Engineering
Jane Davis,18,2.72,1,Sophomore,Engineering
Emma Robinson,18,1.96,58,Senior,Marketing
Noah Robinson,16,2.85,57,Senior,Culinary
Stephanie Davis,14,3.07,17,Freshmen,Bio Med
Patrick Patel,15,4.1,43,Junior,Culinary
Lisa Patel,17,2.45,59,Victory Lap,Culinary
Dave Anderson,14,1.5,49,Sophomore,Early College
Josh Bradberry,14,3.65,24,Junior,Early College
Jordan Lewis,16,2.38,34,Sophomore,Business
Lisa Savoie,15,1.09,23,Senior,Culinary
Joey Anderson,14,2.42,9,Senior,Marketing
Dave Rulli,17,0.48,50,Junior,Bio Med
Emma Patel,15,1.2,29,Victory Lap,Computer Science
Daniel Johnson,18,2.52,36,Freshmen,Engineering
Jane Rulli,18,3.14,21,Junior,Computer Science
Patrick Jordan,19,3.91,21,Senior,Early Childhood Education
Daniel Smith,19,1.71,17,Senior,Computer Science
Marge Garcia,18,2.17,5,Junior,Early College
Aiden Savoie,19,1.74,32,Sophomore,Early College
Jordan Anderson,17,2.43,14,Sophomore,Marketing
Joey Robinson,17,1.88,16,Sophomore,Computer Science
Rachel Anderson,19,0.58,18,Senior,Engineering
Jane Garcia,18,2.7,46,Freshmen,Bio Med
Jill Rulli,14,1.54,45,Victory Lap,Early College
Josh Garcia,16,0.9,51,Senior,Engineering
Patrick Miller,17,0.7,37,Freshmen,Business
Jane Davis,16,4.18,20,Freshmen,Culinary
Dave Lewis,19,2.63,9,Senior,Computer Science
Ben Patel,16,2.89,3,Senior,Marketing
Daniel Patel,18,3.51,23,Junior,Bio Med
Jill Robinson,18,0.67,9,Junior,Computer Science
Markus Brown,19,2.97,37,Victory Lap,Early College
Rachel Lewis,17,2.99,42,Sophomore,Business
Patrick Jordan,16,0.93,14,Freshmen,Criminal Justice
Markus Jones,17,3.7,40,Sophomore,Bio Med
Aiden Anderson,14,3.42,43,Sophomore,Bio Med
Christina Davis,17,1.52,21,Freshmen,Bio Med
Christina Jordan,14,3.89,59,Freshmen,Engineering
Jill Smith,17,0.87,41,Sophomore,Computer Science
Rachel Savoie,19,0.32,35,Sophomore,Early Childhood Education
Patrick Lewis,19,1.42,1,Victory Lap,Engineering
Catherine Anderson,15,0.38,60,Freshmen,Criminal Justice
Stephanie Jordan,14,0.79,56,Freshmen,Computer Science
Catherine Smith,16,2.04,52,Sophomore,Bio Med
Ben Jones,14,0.31,58,Freshmen,Computer Science
Matthew Patel,18,1.58,59,Junior,Engineering
Jordan Davis,15,2.45,47,Victory Lap,Computer Science
Jane Brown,14,4.25,14,Sophomore,Bio Med
Aiden Lewis,19,4.29,39,Junior,Computer Science
Marge Brown,19,1.9,59,Senior,Early College
Noah Rulli,16,3.25,44,Junior,Bio Med
Aiden Johnson,16,1.97,43,Junior,Culinary
Catherine Davis,14,3.55,27,Senior,Early College
Ben Davis,15,1.48,49,Freshmen,Culinary
Mack Johnson,16,2.44,5,Senior,Business
Lisa Brown,18,0.93,34,Sophomore,Criminal Justice
Josh Johnson,17,4.12,12,Junior,Criminal Justice
Aiden Bradberry,18,2.32,26,Sophomore,Business
Jordan Anderson,17,1.8,50,Victory Lap,Early College
Matthew Lewis,15,3.58,26,Junior,Early College
Rachel Robinson,19,2.74,46,Junior,Bio Med
Catherine Johnson,14,3.85,46,Victory Lap,Early College
Noah Anderson,15,2.48,46,Victory Lap,Business
Josh Bradberry,17,3.86,29,Sophomore,Business
Dave Johnson,17,2.14,60,Senior,Culinary
Stephanie Rulli,14,2.07,9,Junior,Engineering
Daniel Jones,15,3.23,26,Sophomore,Bio Med
Rachel Smith,15,1.48,51,Sophomore,Marketing
Stephanie Jordan,16,3.83,26,Sophomore,Computer Science
Stephanie Robinson,16,2.35,50,Junior,Business
Aiden Rulli,19,0.64,20,Junior,Computer Science
Joey Rulli,16,1.36,42,Sophomore,Criminal Justice
Mack Smith,15,0.51,1,Senior,Culinary
Josh Davis,17,1.77,8,Junior,Culinary
Lisa Patel,17,2.86,0,Sophomore,Early College
Jane Anderson,18,2.12,46,Victory Lap,Early College
Emma Brown,15,2.49,53,Freshmen,Engineering
Matthew Garcia,18,2.46,19,Sophomore,Early Childhood Education
Markus Smith,19,4.06,47,Junior,Engineering
Markus Bradberry,16,1.5,19,Sophomore,Early College
Rachel Davis,17,1.58,22,Senior,Criminal Justice
Aiden Davis,17,4.18,53,Victory Lap,Criminal Justice
Noah Johnson,19,3.01,34,Junior,Culinary
Lisa Smith,16,2.06,50,Senior,Early College
Mack Johnson,18,2.53,35,Junior,Engineering
Jane Bradberry,17,4.17,57,Junior,Early Childhood Education
Noah Miller,14,1.45,26,Victory Lap,Business
Patrick Robinson,16,1.0,9,Victory Lap,Bio Med
Jordan Jones,18,2.59,2,Senior,Culinary
Aiden Davis,16,0.94,24,Sophomore,Bio Med
Daniel Brown,16,2.75,39,Sophomore,Bio Med
Dave Miller,15,3.83,10,Junior,Early College
Stephanie Rulli,16,3.35,40,Freshmen,Culinary
Rachel Davis,14,2.06,11,Victory Lap,Engineering
Mack Savoie,17,2.18,60,Victory Lap,Culinary
Marge Bradberry,16,1.35,13,Freshmen,Computer Science
Josh Brown,18,2.31,29,Sophomore,Engineering
Aiden Robinson,16,1.72,38,Senior,Business
Lisa Miller,17,1.2,25,Victory Lap,Marketing
Mack Robinson,15,2.57,13,Victory Lap,Criminal Justice
Lisa Savoie,17,0.81,27,Senior,Computer Science
Emma Brown,14,4.11,4,Sophomore,Marketing
Aiden Johnson,18,2.26,53,Victory Lap,Business
Jane Jones,19,3.83,42,Freshmen,Criminal Justice
Emma Jones,18,0.58,4,Sophomore,Criminal Justice
Lisa Brown,19,2.54,16,Victory Lap,Computer Science
Daniel Garcia,15,4.02,56,Senior,Engineering
Emma Jordan,15,2.95,29,Senior,Business
Jane Smith,15,1.53,13,Sophomore,Computer Science
Aiden Jones,18,3.05,0,Sophomore,Computer Science
Rachel Patel,19,1.25,46,Victory Lap,Bio Med
